provider,DRG_CD,_TYPE_,_FREQ_,ip_type_sum,n_claims,pb_type_sum,sn_type_sum,proc227_Sum,proc232_Sum,proc34_Sum,proc48_Sum,,,,,,,,,,
60030,282,3,3,1,0,45,0,8.666666667,0,0,0,,,,,,,,,,
60031,282,3,10,1,1,25,0,5.3,0,0,0,,,,,,,,,,
60032,282,3,3,1,1,43,0,14,0,0,0,,,,,,,,,,
60036,282,3,1,1,1,25,0,7,0,0,0,,,,,,,,,,
60054,282,3,1,1,0,49,0,11,0,0,0,,,,,,,,,,
60064,282,3,1,1,1,35,0,21,0,0,0,,,,,,,,,,
60071,282,3,2,0,0,19,0,6,0,0,0,,,,,,,,,,
60075,282,3,3,1,0,19,1,14.33333333,0,0,0,,,,,,,,,,
60076,282,3,1,0,1,34,0,3,0,0,0,,,,,,,,,,
60096,282,3,1,0,1,54,1,15,0,0,0,,,,,,,,,,
60100,282,3,2,0,1,28,0,0,0,0,0,,,,,,,,,,
60104,282,3,1,1,1,18,0,10,0,0,0,,,,,,,,,,
60116,282,3,1,1,0,15,0,15,0,0,0,,,,,,,,,,
60119,282,3,7,1,1,61,0,10.33333333,0.166666667,0,0,,,,,,,,,,
70001,282,3,10,1,1,40,0,5.142857143,0,0,0,,,,,,,,,,
70002,282,3,5,0,1,21,1,7,0,0,0,,,,,,,,,,
70003,282,3,3,1,1,10,0,9.333333333,0,0,0,,,,,,,,,,
70005,282,3,4,1,0,12,0,10.75,0,0,0,,,,,,,,,,
70006,282,3,5,0,0,14,0,8,0,0,0,,,,,,,,,,
70007,282,3,3,1,1,11,0,11.66666667,0,0,0,,,,,,,,,,
70010,282,3,9,1,1,45,0,6.75,0,0,0,,,,,,,,,,
70011,282,3,5,1,1,34,0,11.25,0,0,0,,,,,,,,,,
70012,282,3,1,1,1,32,0,9,0,0,0,,,,,,,,,,
70015,282,3,1,1,1,35,0,,,,,,,,,,,,,,
70016,282,3,4,1,1,13,0,8,0,0,0,,,,,,,,,,
70017,282,3,3,0,1,1,0,20.66666667,0,0,0,,,,,,,,,,
70019,282,3,1,0,1,10,0,11,0,0,0,,,,,,,,,,
70020,282,3,2,1,1,4,0,7.5,0,0,0,,,,,,,,,,
70022,282,3,4,1,0,14,0,7.75,0,0,0,,,,,,,,,,
70024,282,3,6,0,1,28,0,9.333333333,0,0,0,,,,,,,,,,
70025,282,3,6,1,1,31,1,15.8,0,0,0,,,,,,,,,,
70027,282,3,1,1,1,12,0,13,0,0,0,,,,,,,,,,
70028,282,3,4,1,1,36,0,8.666666667,0,0,0,,,,,,,,,,
70029,282,3,1,0,0,3,0,21,1,0,0,,,,,,,,,,
70033,282,3,7,1,1,28,0,9.5,0.166666667,0,0,,,,,,,,,,
70034,282,3,3,1,0,34,0,12.66666667,0,0,0,,,,,,,,,,
70035,282,3,9,1,1,39,0,7.222222222,0,0,0,,,,,,,,,,
70036,282,3,3,1,1,39,0,11,0,0,0,,,,,,,,,,
80001,282,3,14,1,1,27,0,10.46153846,0.153846154,0,0,,,,,,,,,,
80003,282,3,4,1,1,22,0,13.5,0,0,0,,,,,,,,,,
80004,282,3,5,1,0,32,0,11.6,0,0,0,,,,,,,,,,
80006,282,3,2,0,1,36,0,1,0,0,0,,,,,,,,,,
80007,282,3,9,0,1,29,0,9.222222222,0.111111111,0,0,,,,,,,,,,
80009,282,3,4,1,0,19,0,8,0,0,0,,,,,,,,,,
90001,282,3,6,0,1,37,0,7.666666667,0,0,0,,,,,,,,,,
90005,282,3,2,0,1,8,0,7.5,0,0,0,,,,,,,,,,
90011,282,3,14,1,1,29,0,9.416666667,0,0,0,,,,,,,,,,
100001,282,3,3,1,1,20,0,5.333333333,0,0,0,,,,,,,,,,
100002,282,3,3,1,0,38,0,24.33333333,0,0,0,,,,,,,,,,
100006,282,3,5,0,0,12,0,9,0.2,0,0,,,,,,,,,,
100007,282,3,11,1,0,39,0,7.727272727,0,0,0,,,,,,,,,,
100008,282,3,7,1,1,30,0,9.571428571,0,0,0,,,,,,,,,,
100009,282,3,4,1,0,16,0,10.33333333,0.333333333,0,1,,,,,,,,,,
100012,282,3,6,1,1,14,0,9.833333333,0,0,0,,,,,,,,,,
100014,282,3,3,1,0,9,0,10,0,0,0,,,,,,,,,,
100017,282,3,4,1,1,21,0,6.5,0,0,0,,,,,,,,,,
100018,282,3,3,0,1,37,0,6,0,0,0,,,,,,,,,,
100019,282,3,2,1,1,32,0,0,0,0,0,,,,,,,,,,
100022,282,3,7,0,1,4,0,6.714285714,0,0,0,,,,,,,,,,
100023,282,3,3,1,1,48,0,8.666666667,0,0,0,,,,,,,,,,
100025,282,3,4,1,1,9,0,6.5,0.5,0,0,,,,,,,,,,
100026,282,3,10,0,1,9,0,9.4,0.1,0,0,,,,,,,,,,
100028,282,3,3,1,1,30,0,9.333333333,0,0,0,,,,,,,,,,
100029,282,3,5,1,1,8,0,39,0.2,0,0,,,,,,,,,,
100030,282,3,1,1,1,17,0,9,0,0,0,,,,,,,,,,
100032,282,3,1,1,0,17,1,10,0,0,0,,,,,,,,,,
100034,282,3,9,0,1,25,0,11.33333333,0,0,0,,,,,,,,,,
100035,282,3,11,0,1,30,0,12.4,0,0,0,,,,,,,,,,
100038,282,3,3,1,1,23,0,11,0,0,0,,,,,,,,,,
100039,282,3,1,1,0,20,0,11,0,0,0,,,,,,,,,,
100040,282,3,1,1,1,14,0,9,0,0,0,,,,,,,,,,
100043,282,3,2,0,1,24,0,13.5,0,0,0,,,,,,,,,,
100044,282,3,7,1,1,18,0,12.42857143,0.142857143,0,0,,,,,,,,,,
100045,282,3,7,1,1,39,0,13,0.333333333,0,0,,,,,,,,,,
100046,282,3,3,0,0,28,0,5,0,0,0,,,,,,,,,,
100047,282,3,2,1,1,41,0,5,0,0,0,,,,,,,,,,
100049,282,3,2,0,0,0,0,4,0,0,0,,,,,,,,,,
100050,282,3,2,1,0,20,0,7,0,0,0,,,,,,,,,,
100051,282,3,3,0,1,10,0,14,0,0,0,,,,,,,,,,
100052,282,3,3,1,0,20,1,16.33333333,0,0,0,,,,,,,,,,
100053,282,3,3,1,1,0,0,31,0.333333333,0,0.333333333,,,,,,,,,,
100054,282,3,1,0,1,30,1,,,,,,,,,,,,,,
100055,282,3,1,0,1,15,0,0,0,0,0,,,,,,,,,,
100057,282,3,5,1,1,31,0,10.2,0,0,0,,,,,,,,,,
100062,282,3,7,1,1,35,0,7.571428571,0,0,0,,,,,,,,,,
100063,282,3,2,1,1,50,0,10.5,0,0,0,,,,,,,,,,
100067,282,3,4,0,1,21,0,8.5,0,0,0,,,,,,,,,,
100068,282,3,5,0,0,48,0,13.75,0.5,0,0,,,,,,,,,,
100070,282,3,16,0,1,7,0,6.866666667,0,0,0,,,,,,,,,,
100071,282,3,3,0,1,34,0,13.33333333,0,0,0,,,,,,,,,,
100073,282,3,6,1,1,32,0,11.5,0,0,0,,,,,,,,,,
100075,282,3,6,0,0,28,0,22.83333333,0.166666667,0,0,,,,,,,,,,
100076,282,3,1,1,1,48,0,15,0,0,0,,,,,,,,,,
100077,282,3,3,1,1,33,1,7.666666667,0,0,0,,,,,,,,,,
100080,282,3,8,1,1,33,0,11.71428571,0,0,0,,,,,,,,,,
100084,282,3,3,1,0,44,0,12.66666667,0,0,0,,,,,,,,,,
100086,282,3,2,0,0,14,0,10.5,0,0,0,,,,,,,,,,
100087,282,3,19,1,1,23,0,10.10526316,0.052631579,0,0,,,,,,,,,,
100088,282,3,8,1,1,23,1,9.125,0,0,0,,,,,,,,,,
100090,282,3,6,0,1,18,0,11.5,0,0,0,,,,,,,,,,
100099,282,3,1,1,1,46,1,10,0,0,0,,,,,,,,,,
100105,282,3,5,1,1,5,0,8.4,0,0,0,,,,,,,,,,
100106,282,3,1,1,1,19,0,7,0,0,0,,,,,,,,,,
100109,282,3,4,0,0,16,0,10.75,0,0,0,,,,,,,,,,
100110,282,3,9,0,0,41,0,9.111111111,0.111111111,0,0,,,,,,,,,,
100113,282,3,9,1,0,40,1,5.888888889,0,0,0,,,,,,,,,,
100118,282,3,3,1,0,44,0,6.333333333,0,0,0,,,,,,,,,,
100121,282,3,2,1,1,22,0,9,0,0,0,,,,,,,,,,
100124,282,3,2,0,1,18,0,6,0,0,0,,,,,,,,,,
100126,282,3,1,0,1,22,0,28,0,0,0,,,,,,,,,,
100127,282,3,14,0,1,18,0,9.285714286,0,0,0,,,,,,,,,,
100128,282,3,1,1,0,9,0,5,0,0,0,,,,,,,,,,
100130,282,3,1,1,1,16,0,4,0,0,0,,,,,,,,,,
100131,282,3,6,1,1,25,0,11.33333333,0,0,0,,,,,,,,,,
100132,282,3,2,1,1,26,0,16.5,0,0,0,,,,,,,,,,
100135,282,3,5,0,1,32,0,9.2,0,0,0,,,,,,,,,,
100137,282,3,4,1,0,35,0,9,0,0,0,,,,,,,,,,
100142,282,3,2,1,1,15,0,10,0,0,0,,,,,,,,,,
100151,282,3,1,1,0,16,0,,,,,,,,,,,,,,
100154,282,3,2,1,1,37,0,11.5,0,0,0,,,,,,,,,,
100156,282,3,2,1,1,46,0,10,0,0,0,,,,,,,,,,
100157,282,3,12,0,1,19,0,8.25,0,0,0,,,,,,,,,,
100161,282,3,4,1,1,25,0,8.25,0,0,0,,,,,,,,,,
100167,282,3,6,1,1,6,0,10.5,0,0,0,,,,,,,,,,
100168,282,3,7,1,0,25,0,12.83333333,0,0,0,,,,,,,,,,
100173,282,3,4,1,1,22,0,13.5,0,0,0,,,,,,,,,,
100176,282,3,4,1,1,39,0,7.5,0,0,0,,,,,,,,,,
100177,282,3,2,1,1,1,0,10.5,0,0,0,,,,,,,,,,
100179,282,3,1,0,1,14,0,6,0,0,0,,,,,,,,,,
100183,282,3,2,1,0,14,0,5,0,0,0,,,,,,,,,,
100187,282,3,6,1,1,26,0,17.5,0.333333333,0,0.333333333,,,,,,,,,,
100189,282,3,2,1,1,20,0,14,0.5,0,0,,,,,,,,,,
100191,282,3,1,0,1,21,0,13,0,0,0,,,,,,,,,,
100200,282,3,1,1,1,52,0,12,0,0,0,,,,,,,,,,
100204,282,3,3,1,1,36,0,12,0,0,0,,,,,,,,,,
100209,282,3,3,0,0,19,0,6.333333333,0,0,0,,,,,,,,,,
100211,282,3,1,1,1,15,0,7,0,0,0,,,,,,,,,,
100212,282,3,6,1,1,35,0,10.16666667,0,0,0,,,,,,,,,,
100213,282,3,8,0,1,0,0,12,0,0,0,,,,,,,,,,
100217,282,3,1,1,1,14,0,8,0,0,0,,,,,,,,,,
100220,282,3,10,0,1,45,0,12.7,0,0,0,,,,,,,,,,
100223,282,3,3,1,1,29,0,3.333333333,0,0,0,,,,,,,,,,
100226,282,3,3,1,1,23,0,7.333333333,0,0,0,,,,,,,,,,
100228,282,3,4,1,1,40,0,10.5,0,0,0,,,,,,,,,,
100231,282,3,2,1,1,27,0,11,0,0,0,,,,,,,,,,
100234,282,3,2,1,1,45,0,5.5,0,0,0,,,,,,,,,,
100236,282,3,3,1,0,27,0,13,0,0,0,,,,,,,,,,
100242,282,3,3,1,1,24,0,15.33333333,0,0,0,,,,,,,,,,
100243,282,3,3,0,1,9,0,13.33333333,0,0,0,,,,,,,,,,
100244,282,3,1,1,1,33,0,9,0,0,0,,,,,,,,,,
100246,282,3,7,1,1,8,0,8,0,0,0,,,,,,,,,,
100248,282,3,2,1,1,27,0,10.5,0,0,0,,,,,,,,,,
100249,282,3,6,1,0,9,0,9.833333333,0,0,0,,,,,,,,,,
100252,282,3,3,0,1,17,0,7.333333333,0,0,0,,,,,,,,,,
100253,282,3,3,1,1,12,0,8.666666667,0,0,0,,,,,,,,,,
100254,282,3,2,1,0,43,0,5.5,0.5,0,0,,,,,,,,,,
100255,282,3,1,1,1,12,0,5,0,0,0,,,,,,,,,,
100256,282,3,1,0,1,27,0,0,0,0,0,,,,,,,,,,
100258,282,3,10,1,0,19,0,14.33333333,0,0,0,,,,,,,,,,
100259,282,3,4,0,0,29,0,11,0,0,0,,,,,,,,,,
100260,282,3,4,1,0,12,0,6.333333333,0,0,0,,,,,,,,,,
100264,282,3,5,1,0,7,0,9.6,0,0,0,,,,,,,,,,
100265,282,3,4,1,0,38,0,9.75,0,0,0,,,,,,,,,,
100268,282,3,1,0,1,15,0,19,0,0,0,,,,,,,,,,
100269,282,3,2,0,0,26,0,6.5,0,0,0,,,,,,,,,,
100275,282,3,1,0,0,36,0,9,0,0,0,,,,,,,,,,
100276,282,3,1,0,0,31,0,8,0,0,0,,,,,,,,,,
100281,282,3,2,0,1,25,0,8,0,0,0,,,,,,,,,,
100284,282,3,1,1,1,21,0,10,0,0,0,,,,,,,,,,
100285,282,3,2,0,1,41,0,6,0,0,0,,,,,,,,,,
100286,282,3,2,1,1,19,0,0,0,0,0,,,,,,,,,,
100287,282,3,2,1,1,35,0,9,0,0,0,,,,,,,,,,
100288,282,3,1,1,1,33,0,27,0,0,0,,,,,,,,,,
100290,282,3,9,1,0,18,0,9.222222222,0,0,0,,,,,,,,,,
100299,282,3,3,1,1,50,0,11.33333333,0,0,0,,,,,,,,,,
100302,282,3,1,0,1,11,0,14,0,0,0,,,,,,,,,,
100307,282,3,3,1,0,34,0,14.66666667,0,0,0,,,,,,,,,,
100315,282,3,1,0,0,26,0,14,0,0,0,,,,,,,,,,
110001,282,3,2,1,1,18,0,12,0,0,0,,,,,,,,,,
110003,282,3,1,0,1,25,0,14,0,0,0,,,,,,,,,,
110004,282,3,1,1,0,2,0,4,0,0,0,,,,,,,,,,
110005,282,3,3,1,0,33,0,9.666666667,0,0,0,,,,,,,,,,
110006,282,3,2,1,1,11,0,7.5,0,0,0,,,,,,,,,,
110007,282,3,4,1,0,37,1,9.75,0,0,0,,,,,,,,,,
110008,282,3,3,1,1,15,0,8.333333333,0,0,0,,,,,,,,,,
110010,282,3,5,0,0,11,0,6.4,0,0,0,,,,,,,,,,
110015,282,3,2,1,1,14,0,14,0,0,0,,,,,,,,,,
110016,282,3,2,1,1,12,0,17,0,0,0,,,,,,,,,,
110018,282,3,5,1,1,10,0,9.2,0,0,0,,,,,,,,,,
110024,282,3,2,1,1,41,0,18,0,0,0,,,,,,,,,,
110025,282,3,1,1,0,35,0,8,0,0,0,,,,,,,,,,
110028,282,3,9,1,1,34,0,5.444444444,0.222222222,0,0,,,,,,,,,,
110029,282,3,7,0,0,27,0,11.71428571,0.142857143,0,0,,,,,,,,,,
110031,282,3,2,0,0,1,0,5,0,0,0,,,,,,,,,,
110034,282,3,1,1,1,14,1,14,0,0,0,,,,,,,,,,
110035,282,3,4,1,1,29,1,8.5,0,0,0,,,,,,,,,,
110036,282,3,5,0,1,24,1,7.6,0,0,0,,,,,,,,,,
110038,282,3,9,1,1,13,0,9.555555556,0,0,0,,,,,,,,,,
110040,282,3,3,0,1,20,0,14.33333333,0,0,0,,,,,,,,,,
110046,282,3,2,1,0,39,0,6.5,0,0,0,,,,,,,,,,
110051,282,3,1,0,1,38,0,13,0,0,0,,,,,,,,,,
110054,282,3,4,1,1,40,0,8.666666667,0,0,0,,,,,,,,,,
110064,282,3,1,1,1,19,0,17,0,0,0,,,,,,,,,,
110069,282,3,1,1,0,42,1,0,0,0,0,,,,,,,,,,
110073,282,3,1,0,0,30,0,8,0,0,0,,,,,,,,,,
110074,282,3,8,1,0,42,0,6.875,0,0,0,,,,,,,,,,
110075,282,3,1,0,1,26,1,20,0,0,0,,,,,,,,,,
110076,282,3,5,0,1,13,1,6.6,0,0,0,,,,,,,,,,
110078,282,3,5,0,1,2,0,4.25,0,0,0,,,,,,,,,,
110079,282,3,2,1,1,22,0,6.5,0,0,0,,,,,,,,,,
110082,282,3,7,0,1,22,0,5.833333333,0,0,0,,,,,,,,,,
110083,282,3,1,1,1,37,0,6,0,0,0,,,,,,,,,,
110087,282,3,7,1,1,25,0,7.5,0,0,0,,,,,,,,,,
110089,282,3,1,0,1,19,0,0,0,0,0,,,,,,,,,,
110091,282,3,1,1,1,24,0,9,0,0,0,,,,,,,,,,
110095,282,3,1,1,0,20,0,8,0,0,0,,,,,,,,,,
110104,282,3,1,0,1,27,0,4,0,0,0,,,,,,,,,,
110105,282,3,2,1,1,17,0,10.5,0.5,0,0,,,,,,,,,,
110107,282,3,7,1,1,33,0,7.666666667,0,0,0,,,,,,,,,,
110111,282,3,1,0,0,20,0,7,0,0,0,,,,,,,,,,
110113,282,3,2,0,1,29,0,14,0,0,0,,,,,,,,,,
110122,282,3,3,1,1,2,0,5,0,0,0,,,,,,,,,,
110128,282,3,4,1,1,39,0,8,0.5,0,0,,,,,,,,,,
110129,282,3,7,1,1,44,0,6,0,0,0,,,,,,,,,,
110132,282,3,1,1,1,24,1,4,0,0,0,,,,,,,,,,
110143,282,3,2,1,1,16,0,5.5,0,0,0,,,,,,,,,,
110150,282,3,1,1,1,9,0,6,0,0,0,,,,,,,,,,
110153,282,3,1,1,1,17,0,7,0,0,0,,,,,,,,,,
110164,282,3,6,1,0,16,0,6,0,0,0,,,,,,,,,,
110168,282,3,5,0,1,12,1,5.2,0,0,0,,,,,,,,,,
110177,282,3,2,0,1,35,0,4,0,0,0,,,,,,,,,,
110191,282,3,1,0,0,24,0,10,0,0,0,,,,,,,,,,
110198,282,3,2,1,1,26,0,7,0,0,0,,,,,,,,,,
110201,282,3,1,1,0,29,0,0,0,0,0,,,,,,,,,,
110205,282,3,1,0,1,44,0,8,0,0,0,,,,,,,,,,
110215,282,3,8,1,0,38,0,5.875,0.25,0,0,,,,,,,,,,
110219,282,3,1,1,1,25,0,10,0,0,0,,,,,,,,,,
110225,282,3,1,1,1,20,0,11,0,0,0,,,,,,,,,,
110229,282,3,1,1,1,32,0,6,1,0,0,,,,,,,,,,
120001,282,3,3,1,1,15,0,16.33333333,0,0,0,,,,,,,,,,
120002,282,3,7,1,1,25,0,10.71428571,0,0,0,,,,,,,,,,
120004,282,3,3,1,1,34,0,8.666666667,0.333333333,0,0,,,,,,,,,,
120005,282,3,14,0,1,26,0,9,0,0,0,,,,,,,,,,
120006,282,3,1,0,1,12,0,11,0,0,0,,,,,,,,,,
120007,282,3,3,1,0,9,0,13.33333333,0,0,0,,,,,,,,,,
120010,282,3,1,0,1,37,0,12,0,0,0,,,,,,,,,,
120014,282,3,2,1,1,36,0,10,0,0,0,,,,,,,,,,
120019,282,3,2,1,0,6,0,5.5,0,0,0,,,,,,,,,,
120022,282,3,1,1,0,24,0,8,0,0,0,,,,,,,,,,
120026,282,3,1,1,1,46,0,6,0,0,0,,,,,,,,,,
120027,282,3,1,0,0,35,0,13,0,0,0,,,,,,,,,,
130002,282,3,5,1,0,33,0,5.75,0,0,0,,,,,,,,,,
130006,282,3,6,1,1,39,0,5.4,0.2,0,0,,,,,,,,,,
130007,282,3,4,0,1,32,0,7.75,0.25,0,0,,,,,,,,,,
130018,282,3,5,0,0,40,0,5.2,0.2,0,0,,,,,,,,,,
130025,282,3,1,0,0,13,0,8,0,0,0,,,,,,,,,,
130049,282,3,7,0,1,32,0,6.571428571,0,0,0,,,,,,,,,,
140001,282,3,1,0,1,13,0,5,0,0,0,,,,,,,,,,
140002,282,3,2,1,1,23,0,6.5,0,0,0,,,,,,,,,,
140007,282,3,6,0,1,18,0,16,0,0,0,,,,,,,,,,
140008,282,3,3,1,1,13,0,9.333333333,0,0,0,,,,,,,,,,
140010,282,3,9,1,1,48,1,12.55555556,0,0,0,,,,,,,,,,
140011,282,3,1,1,0,37,0,12,0,0,0,,,,,,,,,,
140012,282,3,7,1,1,26,0,10.85714286,0,0,0,,,,,,,,,,
140013,282,3,2,1,1,0,1,8.5,0,0,0,,,,,,,,,,
140015,282,3,9,1,1,37,0,8.444444444,0.222222222,0,0,,,,,,,,,,
140018,282,3,2,1,0,38,0,10,0.5,0,0,,,,,,,,,,
140026,282,3,1,0,1,23,0,7,0,0,0,,,,,,,,,,
140029,282,3,4,1,0,30,0,10,0,0,0,,,,,,,,,,
140030,282,3,5,0,1,7,0,8.8,0,0,0,,,,,,,,,,
140032,282,3,1,1,1,38,0,0,0,0,0,,,,,,,,,,
140034,282,3,2,1,0,18,0,14.5,0,0,0,,,,,,,,,,
140043,282,3,2,1,0,21,0,14.5,0,0,0,,,,,,,,,,
140048,282,3,2,1,1,18,0,10.5,0,0,0,,,,,,,,,,
140049,282,3,1,1,1,52,0,10,0,0,0,,,,,,,,,,
140051,282,3,5,1,0,17,0,11.6,0,0,0,,,,,,,,,,
140052,282,3,1,1,1,24,0,10,0,0,0,,,,,,,,,,
140053,282,3,2,0,1,9,0,9,0,0,0,,,,,,,,,,
140054,282,3,5,1,1,47,0,12.4,0,0,0,,,,,,,,,,
140058,282,3,1,1,0,6,0,5,0,0,0,,,,,,,,,,
140059,282,3,2,1,1,24,0,7,0,0,0,,,,,,,,,,
140062,282,3,4,1,1,33,0,12.5,0,0,0,,,,,,,,,,
140063,282,3,1,0,1,29,0,12,0,0,0,,,,,,,,,,
140064,282,3,2,1,1,25,0,9,0,0,0,,,,,,,,,,
140065,282,3,3,1,1,35,0,8.333333333,0,0,0,,,,,,,,,,
140067,282,3,3,1,0,3,0,1.666666667,0,0,0,,,,,,,,,,
140080,282,3,3,0,1,14,0,8,0,0,0,,,,,,,,,,
140082,282,3,2,1,1,53,0,9,0,0,0,,,,,,,,,,
140084,282,3,1,1,0,8,0,11,0,0,0,,,,,,,,,,
140088,282,3,1,1,1,23,0,14,0,0,0,,,,,,,,,,
140091,282,3,2,1,0,43,0,9.5,0,0,0,,,,,,,,,,
140093,282,3,2,1,1,36,0,3.5,0,0,0,,,,,,,,,,
140101,282,3,3,0,0,52,0,15.66666667,0,0,0,,,,,,,,,,
140113,282,3,5,1,1,2,0,6,0,0,0,,,,,,,,,,
140114,282,3,6,1,1,28,0,12.83333333,0,0,0,,,,,,,,,,
140115,282,3,1,0,0,7,0,7,0,0,0,,,,,,,,,,
140116,282,3,3,1,1,35,1,17,0,0,0,,,,,,,,,,
140117,282,3,4,1,1,25,0,9.25,0,0,0,,,,,,,,,,
140118,282,3,2,0,1,32,0,7.5,0,0,0,,,,,,,,,,
140119,282,3,2,1,1,14,0,4,0,0,0,,,,,,,,,,
140120,282,3,1,1,1,19,0,19,5,0,0,,,,,,,,,,
140122,282,3,2,0,1,19,0,9,0,0,0,,,,,,,,,,
140124,282,3,4,0,1,12,0,1,0,0,0,,,,,,,,,,
140125,282,3,1,1,0,29,0,10,0,0,0,,,,,,,,,,
140127,282,3,1,1,1,0,0,7,0,0,0,,,,,,,,,,
140130,282,3,1,1,0,4,0,7,0,0,0,,,,,,,,,,
140133,282,3,3,1,0,32,0,11,0,0,0,,,,,,,,,,
140135,282,3,3,1,0,15,0,6.666666667,0,0,0,,,,,,,,,,
140137,282,3,1,1,1,13,0,9,0,0,0,,,,,,,,,,
140148,282,3,6,0,1,29,1,6.833333333,0,0,0,,,,,,,,,,
140150,282,3,1,1,1,17,0,7,0,0,0,,,,,,,,,,
140158,282,3,6,0,1,8,0,9.166666667,0.333333333,0,0,,,,,,,,,,
140160,282,3,3,1,1,16,1,6.333333333,0,0,0,,,,,,,,,,
140162,282,3,5,0,1,27,0,8.8,0,0,0,,,,,,,,,,
140164,282,3,2,1,1,38,0,3.5,0,0,0,,,,,,,,,,
140166,282,3,1,1,1,22,0,9,2,0,0,,,,,,,,,,
140167,282,3,1,1,1,19,0,7,0,0,1,,,,,,,,,,
140172,282,3,4,0,1,38,1,16.25,0,0,0,,,,,,,,,,
140174,282,3,1,0,1,19,0,10,0,0,0,,,,,,,,,,
140176,282,3,4,1,1,38,0,14,0,0,0,,,,,,,,,,
140179,282,3,1,0,1,36,0,12,0,0,0,,,,,,,,,,
140180,282,3,1,1,0,24,0,6,0,0,0,,,,,,,,,,
140181,282,3,2,1,1,9,0,0,0,0,0,,,,,,,,,,
140182,282,3,2,1,1,0,0,11.5,0.5,0,0,,,,,,,,,,
140184,282,3,4,1,0,37,0,6.75,0,0,0,,,,,,,,,,
140185,282,3,1,1,1,24,0,7,0,0,0,,,,,,,,,,
140186,282,3,2,1,1,0,0,11,0,0,0,,,,,,,,,,
140187,282,3,3,0,1,7,0,2.666666667,0,0,0,,,,,,,,,,
140191,282,3,6,0,1,33,0,10.16666667,0,0,0,,,,,,,,,,
140200,282,3,3,1,1,8,0,6.333333333,0,0,0,,,,,,,,,,
140202,282,3,7,1,1,17,0,8.428571429,0.285714286,0,0,,,,,,,,,,
140206,282,3,2,1,1,33,0,7.5,0,0,0,,,,,,,,,,
140208,282,3,4,1,1,46,0,8.25,0,0,0,,,,,,,,,,
140209,282,3,3,1,1,25,0,4,0,0,0,,,,,,,,,,
140210,282,3,1,1,1,37,1,5,0,0,0,,,,,,,,,,
140211,282,3,4,0,1,18,0,11.75,0,0,0,,,,,,,,,,
140213,282,3,6,0,1,18,0,6.166666667,0,0,0,,,,,,,,,,
140223,282,3,7,1,1,15,0,11,0,0,0,,,,,,,,,,
140224,282,3,2,1,1,19,1,7.5,0,0,0,,,,,,,,,,
140228,282,3,7,1,1,23,0,10.83333333,0,0,0,,,,,,,,,,
140231,282,3,4,1,0,51,0,14,0,0,0,,,,,,,,,,
140233,282,3,3,1,0,20,0,6,0,0,0,,,,,,,,,,
140234,282,3,1,0,1,14,0,5,0,0,0,,,,,,,,,,
140239,282,3,3,1,1,22,0,6.333333333,0,0,0,,,,,,,,,,
140242,282,3,4,0,1,35,0,9.25,0,0,0,,,,,,,,,,
140250,282,3,4,1,1,6,0,9,0,0,0,,,,,,,,,,
140251,282,3,1,0,1,41,0,40,0,0,3,,,,,,,,,,
140252,282,3,6,1,1,33,0,6.833333333,0,0,0,,,,,,,,,,
140258,282,3,3,1,1,32,0,10,0,0,0,,,,,,,,,,
140275,282,3,4,1,1,8,0,5.25,0,0,0,,,,,,,,,,
140276,282,3,1,1,1,19,0,9,0,0,0,,,,,,,,,,
140280,282,3,16,0,1,52,0,7.375,0.0625,0,0,,,,,,,,,,
140281,282,3,4,1,1,23,0,7.75,0,0,0,,,,,,,,,,
140286,282,3,2,0,1,50,0,10,0,0,0,,,,,,,,,,
140288,282,3,4,0,1,8,0,13.5,0,0,0,,,,,,,,,,
140290,282,3,2,0,1,22,0,11,0,0,0,,,,,,,,,,
140291,282,3,5,1,0,14,0,9.75,0,0,0,,,,,,,,,,
140292,282,3,1,1,1,12,0,12,0,0,0,,,,,,,,,,
140294,282,3,1,0,1,6,0,7,0,0,0,,,,,,,,,,
140304,282,3,1,1,0,35,0,15,0,0,0,,,,,,,,,,
150002,282,3,1,0,0,14,0,29,1,0,0,,,,,,,,,,
150004,282,3,1,1,0,29,0,8,0,0,0,,,,,,,,,,
150005,282,3,1,0,1,11,0,7,0,0,0,,,,,,,,,,
150006,282,3,2,1,1,30,0,6,0,0,0,,,,,,,,,,
150009,282,3,4,1,0,29,0,6.75,0,0,0,,,,,,,,,,
150011,282,3,1,1,0,20,0,6,0,0,0,,,,,,,,,,
150012,282,3,3,0,1,10,0,4,0,0,0,,,,,,,,,,
150015,282,3,1,1,0,49,0,0,0,0,0,,,,,,,,,,
150017,282,3,5,1,0,24,0,5.4,0,0,0,,,,,,,,,,
150018,282,3,5,1,1,53,0,6.4,0,0,0,,,,,,,,,,
150021,282,3,16,0,1,26,0,8.1875,0.0625,0,0,,,,,,,,,,
150022,282,3,1,1,1,20,0,8,0,0,0,,,,,,,,,,
150023,282,3,13,1,1,4,0,7.307692308,0.153846154,0,0,,,,,,,,,,
150024,282,3,6,1,0,6,0,5.5,0,0,0,,,,,,,,,,
150026,282,3,4,1,1,21,0,9.75,0,0,0,,,,,,,,,,
150033,282,3,1,1,1,27,0,10,0,0,0,,,,,,,,,,
150035,282,3,9,1,1,8,0,6.777777778,0,0,0,,,,,,,,,,
150042,282,3,4,1,1,0,0,12.75,0,0,0,,,,,,,,,,
